"","year","province","provincecode","gobernadore","partido","division","sex","name2","surname3"
"1063",2008,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE SEGURIDAD","M","GUILLERMO","LOPEZ"
"1064",2008,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE TURISMO, CULTURA Y DEPORTE","M","JOSE","EMER"
"1065",2008,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE EDUCACION","F","SILVIA","RODRIGUEZ"
"1066",2008,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE GOBIERNO, JUSTICIA Y CULTO","F","GLADYS","FOLLARI"
"1067",2008,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE OBRA PUBLICA E INFRAESTRUCTURA","F","STELLA","CATALFAMO"
"1068",2008,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE SALUD","F","LUCIA","NIGRA"
"1069",2009,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DEL CAMPO","M","SEBASTIAN","MUÑOZ"
"1070",2009,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE INCLUSIÓN SOCIAL Y DERECHOS HUMANOS","F","MARIA","BAZZANO"
"1071",2009,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DEL PROGRESO","F","ALICIA","BAÑUELOS"
"1072",2009,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","Ministerio de Educación","F","Rodríguez","Rodríguez"
"1073",2009,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","Ministerio de Infraestructura","F","Maris","Catalfamo"
"1074",2009,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","Ministerio de Gobierno, Justicia y Culto","F","Baylac","Follar"
"1075",2009,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","Ministerio de Transporte, Industria y Comercio","F","José","Arce"
"1076",2009,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","Ministerio de Turismo, Cultura y Deporte a Bartolomé","M","Abdala","Abdala"
"1077",2009,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","Ministerio de Salud","M","Adrián","Garraza"
"1078",2009,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","Ministerio de Seguridad","M","Orlando","Poder"
"1079",2009,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE HACIENDA Y OBRAS PÚBLICAS","F","TERESA","NIGRA"
"1080",2010,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE INDUSTRIA, COMERCIO, MINERÍA Y TRANSPORTE","F","JOSÉ","ARCE"
"1081",2010,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DEL CAMPO","M","ALEJANDRO","MUÑOZ"
"1082",2010,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE GOBIERNO, JUSTICIA Y CULTO","F","BAILAC","FOLLARI"
"1083",2010,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE EDUCACIÓN","F","RODRÍGUEZ","RODRÍGUEZ"
"1084",2010,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE MEDIO AMBIENTE","F","HISSA","HISSA"
"1085",2010,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE DEPORTES","M","JAVIER","POGGI"
"1086",2010,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE SALUD","M","ARGENTINO","QUEVEDO"
"1087",2010,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE HACIENDA Y OBRAS PÚBLICAS","F","TERESA","NIGRA"
"1088",2010,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE INCLUSIÓN SOCIAL Y DERECHOS HUMANOS","F","ADRIANA","BAZZANO"
"1089",2010,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE SEGURIDAD","M","OSVALDO","SARAVIA"
"1090",2010,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTRO DE INFRAESTRUCTURA","F","MARIS","CATALFAMO"
"1091",2011,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE INDUSTRIA, COMERCIO, MINERÍA Y TRANSPORTE","F","JOSÉ","ARCE"
"1092",2011,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DEL CAMPO","M","ALEJANDRO","MUÑOZ"
"1093",2011,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE GOBIERNO, JUSTICIA Y CULTO","F","BAILAC","FOLLARI"
"1094",2011,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE EDUCACIÓN","F","RODRÍGUEZ","RODRÍGUEZ"
"1095",2011,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE MEDIO AMBIENTE","F","HISSA","HISSA"
"1096",2011,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE DEPORTES","M","JAVIER","POGGI"
"1097",2011,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE SALUD","M","ARGENTINO","QUEVEDO"
"1098",2011,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE HACIENDA Y OBRAS PÚBLICAS","F","TERESA","NIGRA"
"1099",2011,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE INCLUSIÓN SOCIAL Y DERECHOS HUMANOS","F","ADRIANA","BAZZANO"
"1100",2011,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTERIO DE SEGURIDAD","M","OSVALDO","SARAVIA"
"1101",2011,"SAN LUIS",19,"Alberto Rodríguez Sáa","Frente Justicialista","MINISTRO DE INFRAESTRUCTURA","F","MARIS","CATALFAMO"
"1102",2012,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE INCLUSIÓN SOCIAL","M","D","D'ONOFRIO"
"1103",2012,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE INDUSTRIA, COMERCIO, MINERÍA Y TRANSPORTE","M","PADULA","PADULA"
"1104",2012,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DEL CAMPO","M","NICOLÁS","TOMASEVICH"
"1105",2012,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE GOBIERNO, JUSTICIA Y CULTO","M","GASTÓN","RUIZ"
"1106",2012,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE EDUCACIÓN","M","SOSA","SOSA"
"1107",2012,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE MEDIO AMBIENTE","F","HISSA","HISSA"
"1108",2012,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE DEPORTES","F","CELIA","SÁNCHEZ"
"1109",2012,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE SALUD","F","TERESA","NIGRA"
"1110",2012,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE HACIENDA Y OBRAS PÚBLICAS","M","MARÍA","EMER"
"1111",2012,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE SEGURIDAD Y RELACIONES INSTITUCIONALES","M","MONEZ","RUIZ"
"1112",2012,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE TURISMO Y LAS CULTURAS","F","LUBERRIAGA","LUBERRIAGA"
"1113",2013,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE INCLUSIÓN SOCIAL","M","TULA","TULA BARALE"
"1114",2013,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE INDUSTRIA, COMERCIO, MINERÍA Y TRANSPORTE","M","PADULA","PADULA"
"1115",2013,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DEL CAMPO","M","NICOLÁS","TOMASEVICH"
"1116",2013,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE GOBIERNO, JUSTICIA Y CULTO","M","GASTÓN","RUIZ"
"1117",2013,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE EDUCACIÓN","M","SOSA","SOSA"
"1118",2013,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE MEDIO AMBIENTE","F","HISSA","HISSA"
"1119",2013,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE DEPORTES","F","CELIA","SÁNCHEZ"
"1120",2013,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE SALUD","F","TERESA","NIGRA"
"1121",2013,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE HACIENDA Y OBRAS PÚBLICAS","M","MARÍA","EMER"
"1122",2013,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE SEGURIDAD Y RELACIONES INSTITUCIONALES","M","MONEZ","RUIZ"
"1123",2013,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE TURISMO Y LAS CULTURAS","F","LUBERRIAGA","LUBERRIAGA"
"1124",2014,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE INCLUSIÓN SOCIAL","M","TULA","TULA BARALE"
"1125",2014,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE INDUSTRIA, COMERCIO, MINERÍA Y TRANSPORTE","M","PADULA","PADULA"
"1126",2014,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DEL CAMPO","M","NICOLÁS","TOMASEVICH"
"1127",2014,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE GOBIERNO, JUSTICIA Y CULTO","M","D","D'ONOFRIO"
"1128",2014,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE EDUCACIÓN","M","SOSA","SOSA"
"1129",2014,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE MEDIO AMBIENTE","F","HISSA","HISSA"
"1130",2014,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE DEPORTES","M","LASTRA","LASTRA"
"1131",2014,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE SALUD","M","HISSA","HISSA"
"1132",2014,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE HACIENDA Y OBRAS PÚBLICAS","M","ALBERTO","ORDOÑEZ"
"1133",2014,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE LA VIVIENDA","F","LUCERO","LUCERO"
"1134",2014,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE SEGURIDAD","M","OLIVERO","OLIVERO"
"1135",2014,"SAN LUIS",19,"Claudio Poggi","Compromiso Federal","MINISTERIO DE TURISMO Y LAS CULTURAS","F","SOSA","SOSA"
"1136",2008,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE ASUNTOS SOCIALES","M","JORGE","MASCHERONI"
"1137",2008,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE ECONOMIA Y OBRAS PUBLICAS","M","JUAN","CAMPILLO"
"1138",2008,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE LA PRODUCCION","M","JAIME","ALVAREZ"
"1139",2008,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE LA SECRETARIA GENERAL DE LA GOBERNACION","M","GUSTAVO","MARTINEZ"
"1140",2008,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","JEFATURA DE GABINETE DE MINISTROS","M","PABLO","GONZALEZ"
"1141",2009,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","JEFATURA DE GABINETE","M","GERARDO","GONZÁLEZ"
"1142",2009,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE GOBIERNO","M","ALBERTO","BARRETO"
"1143",2009,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE LA SECRETARÍA GENERAL DE LA GOBERNACIÓN","M","ERNESTO","MARTÍNEZ"
"1144",2009,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE ECONOMÍA Y OBRAS PÚBLICAS","M","LEONARDO","ROBLES"
"1145",2009,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE LA PRODUCCIÓN","M","HORACIO","ÁLVAREZ"
"1146",2009,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE DESARROLLO SOCIAL Y ASUNTOS SOCIALES","M","MATÍAS","MAZU"
"1147",2010,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","JEFATURA DE GABINETE","M","GERARDO","GONZÁLEZ"
"1148",2010,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE GOBIERNO","M","ALBERTO","BARRETO"
"1149",2010,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE LA SECRETARÍA GENERAL DE LA GOBERNACIÓN","M","ERNESTO","MARTÍNEZ"
"1150",2010,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE ECONOMÍA Y OBRAS PÚBLICAS","M","LEONARDO","ROBLES"
"1151",2010,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE LA PRODUCCIÓN","M","HORACIO","ÁLVAREZ"
"1152",2010,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE DESARROLLO SOCIAL Y ASUNTOS SOCIALES","M","MATÍAS","MAZU"
"1153",2011,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","JEFATURA DE GABINETE","M","GERARDO","GONZÁLEZ"
"1154",2011,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE GOBIERNO","M","MANUEL","CÓRDOBA"
"1155",2011,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE LA SECRETARÍA GENERAL DE LA GOBERNACIÓN","M","ERNESTO","MARTÍNEZ"
"1156",2011,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE ECONOMÍA Y OBRAS PÚBLICAS","M","LEONARDO","ROBLES"
"1157",2011,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE LA PRODUCCIÓN","M","HORACIO","ÁLVAREZ"
"1158",2011,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE DESARROLLO SOCIAL","F","MARIA","URRICELQUI"
"1159",2012,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE GOBIERNO","F","NATALIA","KNOOP"
"1160",2012,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE LA SECRETARÍA GENERAL DE LA GOBERNACIÓN","M","ANGLESIO","ANGLESIO"
"1161",2012,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE ECONOMÍA Y OBRAS PÚBLICAS","M","ARIELIVOVICH","ARIELIVOVICH"
"1162",2012,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE LA PRODUCCIÓN","M","HORACIO","ÁLVAREZ"
"1163",2012,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE DESARROLLO SOCIAL","F","MARÍA","URRICELQUI"
"1164",2012,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE SALUD","M","HERNÁN","CRESPO"
"1165",2013,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","JEFATURA DE GABINETE","M",NA,"ROBERTOARIELIVOVICH"
"1166",2013,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE GOBIERNO","M","DANIELSLOPER","DANIELSLOPER"
"1167",2013,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE LA SECRETARÍA GENERAL DE LA GOBERNACIÓN","F",NA,"PAOLANATALIAKNOOP"
"1168",2013,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE ECONOMÍA Y OBRAS PÚBLICAS","M","CARLOS","BLASSIOTTO"
"1169",2013,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE LA PRODUCCIÓN","M","RAFAEL","MARTIN"
"1170",2013,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","Ministerio de Salud","M","RAMON","CERRA"
"1171",2013,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE DESARROLLO SOCIAL","F","NIEVES","BEROIZA"
"1172",2014,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE GOBIERNO","M","ERNESTO","MARTÍNEZ"
"1173",2014,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE LA SECRETARÍA GENERAL DE LA GOBERNACIÓN","F","NATALIA","KNOOP"
"1174",2014,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE ECONOMÍA Y OBRAS PÚBLICAS","M","CARLOS","BLASSIOTTO"
"1175",2014,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE LA PRODUCCIÓN","M","JOHN","BARK"
"1176",2014,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE DESARROLLO SOCIAL","F","ALEJANDRA","PERALTA"
"1177",2014,"SANTA CRUZ",20,"Daniel Peralta","Frente para la Victoria","MINISTERIO DE SALUD","M","ESTEBAN","VIZCONTI"
"1178",2008,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE AGUAS, SERVICIOS PUBLICOS Y MEDIO AMBIENTE","M","ANTONIO","CIANCIO"
"1179",2008,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE DESARROLLO SOCIAL","M","PABLO","FARIAS"
"1180",2008,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE ECONOMIA","M","ANGEL","SCIARA"
"1181",2008,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE GOBIERNO Y REFORMA DE ESTADO","M","ANTONIO","BONFATTI"
"1182",2008,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS","M","HECTOR","SUPERTI"
"1183",2008,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE LA PRODUCCION","M","JUAN","BERTERO"
"1184",2008,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE OBRAS PUBLICAS Y VIVIENDA","M","HUGO","STORERO"
"1185",2008,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE SALUD","M","MIGUEL","CAPPIELLO"
"1186",2008,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE SEGURIDAD","M","DANIEL","CUENCA"
"1187",2008,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE TRABAJO Y SEGURIDAD SOCIAL","M","DR","CAPPIELLO"
"1188",2008,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE EDUCACION","F","ELIDA","RASINO"
"1189",2008,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE INNOVACION Y CULTURA","F","DE","GONZÁLEZ"
"1190",2009,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE GOBIERNO Y REFORMA DE ESTADO","M","ANTONIO","BONFATTI"
"1191",2009,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS","M","HECTOR","SUPERTI"
"1192",2009,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE SEGURIDAD","M","DANIEL","CUENCA"
"1193",2009,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE AGUAS, SERVICIOS PÚBLICOS Y MEDIO AMBIENTE","M","CIANCIO","CIANCIO"
"1194",2009,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE DESARROLLO SOCIAL","M","PABLO","FARIAS"
"1195",2009,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE ECONOMIA","M","JOSÉ","SCIARA"
"1196",2009,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE LA PRODUCCIÓN","M","JOSÉ","BERTERO"
"1197",2009,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE OBRAS PUBLICAS Y VIVIENDA","M","HUGO","STORERO"
"1198",2009,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE SALUD","M","ÁNGEL","CAPPIELLO"
"1199",2009,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE TRABAJO Y SEGURIDAD SOCIAL","M","RODRÍGUEZ","RODRÍGUEZ"
"1200",2009,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE EDUCACIÓN","F","ELENA","RASINO"
"1201",2009,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE INNOVACION Y CULTURA","F","DE","GONZÁLEZ"
"1202",2010,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE GOBIERNO","M","BONFATTI","BONFATTI"
"1203",2010,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS","M","CARLOS","SUPERTI"
"1204",2010,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE SEGURIDAD","M","GAVIOLA","GAVIOLA"
"1205",2010,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE ECONOMIA","M","JOSÉ","SCIARA"
"1206",2010,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE LA PRODUCCIÓN","M","JOSÉ","BERTERO"
"1207",2010,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE SALUD","M","ÁNGEL","CAPPIELLO"
"1208",2010,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE TRABAJO Y SEGURIDAD SOCIAL","M","RODRÍGUEZ","RODRÍGUEZ"
"1209",2010,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE DESARROLLO SOCIAL","M","GUSTAVO","FARÍAS"
"1210",2010,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE OBRAS PÚBLICAS Y VIVIENDA","M","GUILLERMO","STORERO"
"1211",2010,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE AGUAS, SERVICIOS PÚBLICOS Y MEDIO AMBIENTE","M","CIANCIO","CIANCIO"
"1212",2010,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE EDUCACIÓN","F","ELENA","RASINO"
"1213",2010,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE INNOVACIÓN Y CULTURA","F","DE","GONZÁLEZ"
"1214",2011,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE GOBIERNO","M","BONFATTI","BONFATTI"
"1215",2011,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS","M","CARLOS","SUPERTI"
"1216",2011,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE SEGURIDAD","M","GAVIOLA","GAVIOLA"
"1217",2011,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE ECONOMIA","M","JOSÉ","SCIARA"
"1218",2011,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE LA PRODUCCIÓN","M","JOSÉ","BERTERO"
"1219",2011,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE SALUD","M","ÁNGEL","CAPPIELLO"
"1220",2011,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE TRABAJO Y SEGURIDAD SOCIAL","M","RODRÍGUEZ","RODRÍGUEZ"
"1221",2011,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE DESARROLLO SOCIAL","M","GUSTAVO","FARÍAS"
"1222",2011,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE OBRAS PÚBLICAS Y VIVIENDA","M","GUILLERMO","STORERO"
"1223",2011,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE AGUAS, SERVICIOS PÚBLICOS Y MEDIO AMBIENTE","M","CIANCIO","CIANCIO"
"1224",2011,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE EDUCACIÓN","F","ELENA","RASINO"
"1225",2011,"SANTA FE",21,"Hermes Binner","Frente Progresista","MINISTERIO DE INNOVACIÓN Y CULTURA","F","DE","GONZÁLEZ"
"1226",2012,"SANTA FE",21,"Antonio Bonfatti","Frente Progresista","MINISTERIO DE GOBIERNO","M","GALASSI","GALASSI"
"1227",2012,"SANTA FE",21,"Antonio Bonfatti","Frente Progresista","MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS","M","LEWIS","LEWIS"
"1228",2012,"SANTA FE",21,"Antonio Bonfatti","Frente Progresista","MINISTERIO DE SEGURIDAD","M","CORTI","CORTI"
"1229",2012,"SANTA FE",21,"Antonio Bonfatti","Frente Progresista","MINISTERIO DE ECONOMIA","M","JOSÉ","SCIARA"
"1230",2012,"SANTA FE",21,"Antonio Bonfatti","Frente Progresista","MINISTERIO DE LA PRODUCCIÓN","M","FASCENDINI","FASCENDINI"
"1231",2012,"SANTA FE",21,"Antonio Bonfatti","Frente Progresista","MINISTERIO DE SALUD","M","ÁNGEL","CAPPIELLO"
"1232",2012,"SANTA FE",21,"Antonio Bonfatti","Frente Progresista","MINISTERIO DE TRABAJO Y SEGURIDAD SOCIAL","M","CÉSAR","GENESINI"
"1233",2012,"SANTA FE",21,"Antonio Bonfatti","Frente Progresista","MINISTERIO DE DESARROLLO SOCIAL","F","SILVIA","BIFARELLO"
"1234",2012,"SANTA FE",21,"Antonio Bonfatti","Frente Progresista","MINISTERIO DE OBRAS PÚBLICAS Y VIVIENDA","M","SCHNEIDER","SCHNEIDER"
"1235",2012,"SANTA FE",21,"Antonio Bonfatti","Frente Progresista","MINISTERIO DE AGUAS, SERVICIOS PÚBLICOS Y MEDIO AMBIENTE","M","CIANCIO","CIANCIO"
"1236",2012,"SANTA FE",21,"Antonio Bonfatti","Frente Progresista","MINISTERIO DE EDUCACIÓN","F","MENGARELLI","MENGARELLI"
"1237",2012,"SANTA FE",21,"Antonio Bonfatti","Frente Progresista","MINISTERIO DE INNOVACIÓN Y CULTURA","F","DE","GONZÁLEZ"
"1238",2013,"SANTA FE",21,"Antonio Bonfatti","Frente Progresista","MINISTERIO DE GOBIERNO","M","GALASSI","GALASSI"
