"","year","province","provincecode","gobernadore","partido","division","sex","name2","surname3"
"536",2014,"FORMOSA",9,"Gildo Insfrán","Frente para la Victoria","JEFATURA DE GABINETE/SECRETARIA GENERAL","M","EMÉRITO","FERREIRA"
"537",2014,"FORMOSA",9,"Gildo Insfrán","Frente para la Victoria","MINISTERIO DE ECONOMÍA, HACIENDA Y FINANZAS","M","OSCAR","IBÁÑEZ"
"538",2014,"FORMOSA",9,"Gildo Insfrán","Frente para la Victoria","MINISTERIO DE TURISMO","M","ANDRÉS","ARECO"
"539",2014,"FORMOSA",9,"Gildo Insfrán","Frente para la Victoria","MINISTERIO DE CULTURA Y EDUCACIÓN","M","MARCELO","ZORRILLA"
"540",2014,"FORMOSA",9,"Gildo Insfrán","Frente para la Victoria","MINISTERIO DE DESARROLLO HUMANO","M","LUIS","DÉCIMA"
"541",2014,"FORMOSA",9,"Gildo Insfrán","Frente para la Victoria","MINISTERIO DE GOBIERNO, JUSTICIA, SEGURIDAD Y TRABAJO","M","ABEL","GONZÁLEZ"
"542",2014,"FORMOSA",9,"Gildo Insfrán","Frente para la Victoria","MINISTERIO DE PLANIFICACIÓN, INVERSIÓN, SERVICIOS Y OBRAS PÚBLICAS","M","ALBERTO","JOFRÉ"
"543",2014,"FORMOSA",9,"Gildo Insfrán","Frente para la Victoria","MINISTERIO DE LA PRODUCCIÓN Y AMBIENTE","M","OMAR","QUINTANA"
"544",2008,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE GOBIERNO Y JUSTICIA","M","JULIO","COSTAS"
"545",2008,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE HACIENDA","M","MIGUEL","LEMBO"
"546",2008,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE INFRAESTRUCTURA Y PLANIFICACION","M","FERNANDO","FRIAS"
"547",2008,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE PRODUCCION Y MEDIO AMBIENTE","M","HUGO","TOBCHI"
"548",2008,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE SALUD","M","VICTOR","URBANI"
"549",2008,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE DESARROLLO SOCIAL","F","LILIANA","DOMINGUEZ"
"550",2008,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE EDUCACION","F","MARIA","BERNAL"
"551",2009,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE GOBIERNO Y JUSTICIA","M","JULIO","COSTAS"
"552",2009,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE HACIENDA","M","MIGUEL","LEMBO"
"553",2009,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE INFRAESTRUCTURA Y PLANIFICACION","M","FERNANDO","FRIAS"
"554",2009,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE PRODUCCION Y MEDIO AMBIENTE","M","HUGO","TOBCHI"
"555",2009,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE SALUD","M","VICTOR","URBANI"
"556",2009,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE DESARROLLO SOCIAL","F","LILIANA","DOMINGUEZ"
"557",2009,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE EDUCACION","F","MARIA","BERNAL"
"558",2010,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE SALUD","M","ALBERTO","URBANI"
"559",2010,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE HACIENDA","M","RUBÉN","TOBCHI"
"560",2010,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE INFRAESTRUCTURA, PLANIFICACIÓN Y SERVICIOS PÚBLICOS","M","JOSÉ","FRÍAS"
"561",2010,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE EDUCACIÓN","F","EUGENIA","BERNAL"
"562",2010,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE DESARROLLO SOCIAL","M","RODOLFO","ALDERETE"
"563",2010,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE JUSTICIA Y GOBIERNO","M","LA","VILLA"
"564",2010,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE LA PRODUCCIÓN  Y MEDIOAMBIENTE","M","RÓMULO","BENETTI"
"565",2011,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE SALUD","M","ALBERTO","URBANI"
"566",2011,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE HACIENDA","M","RUBÉN","TOBCHI"
"567",2011,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE INFRAESTRUCTURA, PLANIFICACIÓN Y SERVICIOS PÚBLICOS","M","JOSÉ","FRÍAS"
"568",2011,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE EDUCACIÓN","F","EUGENIA","BERNAL"
"569",2011,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE DESARROLLO SOCIAL","M","RODOLFO","ALDERETE"
"570",2011,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE JUSTICIA Y GOBIERNO","M","LA","VILLA"
"571",2011,"JUJUY",10,"Walter Barrionuevo","Frente para la Victoria","MINISTERIO DE LA PRODUCCIÓN  Y MEDIOAMBIENTE","M","RÓMULO","BENETTI"
"572",2012,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","JEFATURA DE GABINETE","M","BERRUEZO","BERRUEZO"
"573",2012,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","MINISTERIO DE SALUD","M","URBANI","URBANI"
"574",2012,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","MINISTERIO DE HACIENDA","M","PIERAZZOLI","PIERAZZOLI"
"575",2012,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","MINISTERIO DE INFRAESTRUCTURA, PLANIFICACIÓN Y SERVICIOS PÚBLICOS","M","FRÍAS","FRÍAS "
"576",2012,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","MINISTERIO DE EDUCACIÓN","M","TECCHI","TECCHI "
"577",2012,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","MINISTERIO DE DESARROLLO SOCIAL","M","FIGUEROA","CABALLERO"
"578",2012,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","MINISTERIO DE JUSTICIA Y GOBIERNO","M","INSAUSTI","INSAUSTI"
"579",2012,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","MINISTERIO DE LA PRODUCCIÓN  Y MEDIOAMBIENTE","M","ROMAROSKY","ROMAROSKY"
"580",2012,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","MINISTERIO DE VIVIENDA Y ORDENAMIENTO TERRITORIAL","M","COSENTINI","COSENTINI"
"581",2013,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","JEFATURA DE GABINETE","M","BERRUEZO","BERRUEZO"
"582",2013,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","MINISTERIO DE SALUD","M","URBANI","URBANI"
"583",2013,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","MINISTERIO DE HACIENDA","M","PIERAZZOLI","PIERAZZOLI"
"584",2013,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","MINISTERIO DE INFRAESTRUCTURA, PLANIFICACIÓN Y SERVICIOS PÚBLICOS","M","FRÍAS","FRÍAS "
"585",2013,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","MINISTERIO DE EDUCACIÓN","M","TECCHI","TECCHI "
"586",2013,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","MINISTERIO DE DESARROLLO SOCIAL","M","FIGUEROA","CABALLERO"
"587",2013,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","MINISTERIO DE JUSTICIA Y GOBIERNO","M","INSAUSTI","INSAUSTI"
"588",2013,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","MINISTERIO DE LA PRODUCCIÓN  Y MEDIOAMBIENTE","M","ROMAROSKY","ROMAROSKY"
"589",2013,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","MINISTERIO DE VIVIENDA Y ORDENAMIENTO TERRITORIAL","M","COSENTINI","COSENTINI"
"590",2014,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","JEFATURA DE GABINETE","M","BERRUEZO","BERRUEZO"
"591",2014,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","MINISTERIO DE SALUD","M","FLORES","FLORES"
"592",2014,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","MINISTERIO DE HACIENDA","M","PIERAZZOLLI","PIERAZZOLLI"
"593",2014,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","MINISTERIO DE INFRAESTRUCTURA, PLANIFICACIÓN Y SERVICIOS PÚBLICOS","M","RODAS","RODAS"
"594",2014,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","MINISTERIO DE EDUCACIÓN","M","TECCHI","TECCHI"
"595",2014,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","MINISTERIO DE DESARROLLO SOCIAL","F","MAGDALENO","MAGDALENO"
"596",2014,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","MINISTERIO DE JUSTICIA Y GOBIERNO","M","MATUK","MATUK"
"597",2014,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","MINISTERIO DE LA PRODUCCIÓN  Y MEDIOAMBIENTE","M","ROMAROVSKY","ROMAROVSKY"
"598",2014,"JUJUY",10,"Eduardo Fellner","Frente para la Victoria","MINISTERIO DE VIVIENDA Y ORDENAMIENTO TERRITORIAL","M","COSENTINI","COSENTINI"
"599",2008,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE CULTURA Y EDUCACION","M","NESTOR","TORRES"
"600",2008,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE GOBIERNO, JUSTICIA Y SEGURIDAD","M","CESAR","RODRIGUEZ"
"601",2008,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE HACIENDA Y FINANZAS","M","ARIEL","RAUSCHEMBERGER"
"602",2008,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE LA PRODUCCION","M","ABELARDO","FERRAN"
"603",2008,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE OBRAS Y SERVICIOS PUBLICOS","M","PAULO","BENVENUTO"
"604",2008,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE BIENESTAR SOCIAL","F","MARIA","REGAZZOLI"
"605",2009,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE CULTURA Y EDUCACION","M","NESTOR","TORRES"
"606",2009,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE GOBIERNO, JUSTICIA Y SEGURIDAD","M","CESAR","RODRIGUEZ"
"607",2009,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE HACIENDA Y FINANZAS","M","ARIEL","RAUSCHEMBERGER"
"608",2009,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE LA PRODUCCION","M","ABELARDO","FERRAN"
"609",2009,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE OBRAS Y SERVICIOS PUBLICOS","M","PAULO","BENVENUTO"
"610",2009,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE BIENESTAR SOCIAL","F","MARIA","REGAZZOLI"
"611",2009,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE SALUD","M","ALBERTO","ORDÓÑEZ"
"612",2010,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE GOBIERNO, JUSTICIA Y SEGURIDAD","M","IGNACIO","RODRÍGUEZ"
"613",2010,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE BIENESTAR SOCIAL","M","FERNÁNDEZ","MENDÍA"
"614",2010,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE SALUD","M","ALBERTO","ORDÓÑEZ"
"615",2010,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE CULTURA Y EDUCACIÓN","M","ANSELMO","TORRES"
"616",2010,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE LA PRODUCCIÓN","M","MARIO","FERRAN"
"617",2010,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE HACIENDA Y FINANZAS","M","RAUSCHENBERGER","RAUSCHENBERGER"
"618",2010,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE OBRAS Y SERVICIOS PÚBLICOS","M","BENVENUTO","BENVENUTO"
"619",2011,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE COORDINACIÓN DE GABINETE","M","RAUSCHENBERGER","RAUSCHENBERGER"
"620",2011,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE GOBIERNO, JUSTICIA Y SEGURIDAD","M","IGNACIO","RODRÍGUEZ"
"621",2011,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE BIENESTAR SOCIAL","M","FERNÁNDEZ","MENDÍA"
"622",2011,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE SALUD","M","OMAR","GONZÁLEZ"
"623",2011,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE CULTURA Y EDUCACIÓN","F","MOHAIR","EVANGELISTA"
"624",2011,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE LA PRODUCCIÓN","M","MARIO","FERRAN"
"625",2011,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE HACIENDA Y FINANZAS","M","VIOLA","VIOLA"
"626",2011,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE OBRAS Y SERVICIOS PÚBLICOS","M","VICTOR","VARELA"
"627",2012,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE COORDINACIÓN DE GABINETE","M","RAUSCHENBERGER","RAUSCHENBERGER"
"628",2012,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE GOBIERNO, JUSTICIA Y SEGURIDAD","M","IGNACIO","RODRÍGUEZ"
"629",2012,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE BIENESTAR SOCIAL","M","FERNÁNDEZ","MENDÍA"
"630",2012,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE SALUD","M","OMAR","GONZÁLEZ"
"631",2012,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE CULTURA Y EDUCACIÓN","F","MOHAIR","EVANGELISTA"
"632",2012,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE LA PRODUCCIÓN","M","MARIO","FERRAN"
"633",2012,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE HACIENDA Y FINANZAS","M","VIOLA","VIOLA"
"634",2012,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE OBRAS Y SERVICIOS PÚBLICOS","M","VICTOR","VARELA"
"635",2013,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE COORDINACIÓN DE GABINETE","M","RAUSCHENBERGER","RAUSCHENBERGER"
"636",2013,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE GOBIERNO, JUSTICIA Y SEGURIDAD","M","JESÚS","VILLALVA"
"637",2013,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE BIENESTAR SOCIAL","M","EDUARDO","ORTÍZ"
"638",2013,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE SALUD","M","OMAR","GONZÁLEZ"
"639",2013,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE CULTURA Y EDUCACIÓN","F","MOHAIR","EVANGELISTA"
"640",2013,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE LA PRODUCCIÓN","M","MARIO","FERRÁN"
"641",2013,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE HACIENDA Y FINANZAS","M","VIOLA","VIOLA"
"642",2013,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE OBRAS Y SERVICIOS PÚBLICOS","M","VICTOR","VARELA"
"643",2014,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE COORDINACIÓN DE GABINETE","M","RAUSCHENBERGER","RAUSCHENBERGER"
"644",2014,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE GOBIERNO, JUSTICIA Y SEGURIDAD","M","JESÚS","VILLALVA"
"645",2014,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE BIENESTAR SOCIAL","M","EDUARDO","ORTÍZ"
"646",2014,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE SALUD","M","OMAR","GONZÁLEZ"
"647",2014,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE CULTURA Y EDUCACIÓN","F","MOHAIR","EVANGELISTA"
"648",2014,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE LA PRODUCCIÓN","M","MARIO","FERRÁN"
"649",2014,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE HACIENDA Y FINANZAS","M","VIOLA","VIOLA"
"650",2014,"LA PAMPA",11,"Oscar Mario Jorge","Partido Justicialista","MINISTERIO DE OBRAS Y SERVICIOS PÚBLICOS","M","VICTOR","VARELA"
"651",2008,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE DESARROLLO SOCIAL","M","DELFOR","BRIZUELA"
"652",2008,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE EDUCACION","M","WALTER","FLORES"
"653",2008,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE GOBIERNO, JUSTICIA, SEGURIDAD Y DERECHOS HUMANOS","M","CARLOS","DAAS"
"654",2008,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE HACIENDA","M","RICARDO","GUERRA"
"655",2008,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE INFRAESTRUCTURA","M","JAVIER","TINEO"
"656",2008,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE PRODUCCION Y DESARROLLO LOCAL","M","ING","TINEO"
"657",2008,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE SALUD","M","GUSTAVO","GRASELLI"
"658",2009,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE DESARROLLO SOCIAL","M","DELFOR","BRIZUELA"
"659",2009,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE EDUCACION","M","WALTER","FLORES"
"660",2009,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE GOBIERNO, JUSTICIA, SEGURIDAD Y DERECHOS HUMANOS","M","CARLOS","DAAS"
"661",2009,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE HACIENDA","M","RICARDO","GUERRA"
"662",2009,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE INFRAESTRUCTURA","M","JAVIER","TINEO"
"663",2009,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE PRODUCCION Y DESARROLLO LOCAL","M","ING","TINEO"
"664",2009,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE SALUD","M","GUSTAVO","GRASELLI"
"665",2010,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE DESARROLLO SOCIAL","M","AUGUSTO","BRIZUELA"
"666",2010,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA","M","RAFAEL","FLORES"
"667",2010,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE GOBIERNO, JUSTICIA, SEGURIDAD Y DERECHOS HUMANOS","M","ABRAHAM","DAAS"
"668",2010,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE HACIENDA","M","ANTONIO","GUERRA"
"669",2010,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE INFRAESTRUCTURA, PRODUCCIÓN Y DESARROLLO LOCAL","M","HÉCTOR","TINEO"
"670",2010,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE SALUD","M","DANIEL","GRASSELLI"
"671",2011,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE DESARROLLO SOCIAL","F","HERRERA","HERRERA"
"672",2011,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA","M","RAFAEL","FLORES"
"673",2011,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE GOBIERNO, JUSTICIA, SEGURIDAD Y DERECHOS HUMANOS","M","FELIPE","ÁLVAREZ"
"674",2011,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE HACIENDA","M","ANTONIO","GUERRA"
"675",2011,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE INFRAESTRUCTURA, PRODUCCIÓN Y DESARROLLO LOCAL","M","HÉCTOR","TINEO"
"676",2011,"LA RIOJA",12,"Luis Beder Herrera","Frente del Pueblo Riojano","MINISTERIO DE SALUD","M","CARLOS","VERGARA"
"677",2012,"LA RIOJA",12,"Luis Beder Herrera","Frente Justicialista para la Victoria","MINISTERIO DE DESARROLLO SOCIAL","F","HERRERA","HERRERA"
"678",2012,"LA RIOJA",12,"Luis Beder Herrera","Frente Justicialista para la Victoria","MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA","M","RAFAEL","FLORES"
"679",2012,"LA RIOJA",12,"Luis Beder Herrera","Frente Justicialista para la Victoria","MINISTERIO DE GOBIERNO, JUSTICIA, SEGURIDAD Y DERECHOS HUMANOS","M","FELIPE","ÁLVAREZ"
"680",2012,"LA RIOJA",12,"Luis Beder Herrera","Frente Justicialista para la Victoria","MINISTERIO DE HACIENDA","M","ANTONIO","GUERRA"
"681",2012,"LA RIOJA",12,"Luis Beder Herrera","Frente Justicialista para la Victoria","MINISTERIO DE INFRAESTRUCTURA, PRODUCCIÓN Y DESARROLLO LOCAL","M","HÉCTOR","TINEO"
"682",2012,"LA RIOJA",12,"Luis Beder Herrera","Frente Justicialista para la Victoria","MINISTERIO DE SALUD","M","CARLOS","VERGARA"
"683",2013,"LA RIOJA",12,"Luis Beder Herrera","Frente Justicialista para la Victoria","MINISTERIO DE GOBIERNO, JUSTICIA, SEGURIDAD Y DERECHOS HUMANOS","M","FELIPE","ÁLVAREZ"
"684",2013,"LA RIOJA",12,"Luis Beder Herrera","Frente Justicialista para la Victoria","MINISTERIO DE HACIENDA","M","ANTONIO","GUERRA"
"685",2013,"LA RIOJA",12,"Luis Beder Herrera","Frente Justicialista para la Victoria","MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA","M","RAFAEL","FLORES"
"686",2013,"LA RIOJA",12,"Luis Beder Herrera","Frente Justicialista para la Victoria","MINISTERIO DE INFRAESTRUCTURA","M","GABRIEL","BOSETTI"
"687",2013,"LA RIOJA",12,"Luis Beder Herrera","Frente Justicialista para la Victoria","MINISTERIO DE PRODUCCIÓN Y DESARROLLO LOCAL","M","NICOLÁS","URQUIZA"
"688",2013,"LA RIOJA",12,"Luis Beder Herrera","Frente Justicialista para la Victoria","MINISTERIO DE DESARROLLO SOCIAL","F","MADERA","MADERA"
"689",2013,"LA RIOJA",12,"Luis Beder Herrera","Frente Justicialista para la Victoria","MINISTERIO DE SALUD","M","LUNA","CORZO"
"690",2014,"LA RIOJA",12,"Luis Beder Herrera","Frente Justicialista para la Victoria","MINISTERIO DE DESARROLLO SOCIAL","F","MADERA","MADERA"
"691",2014,"LA RIOJA",12,"Luis Beder Herrera","Frente Justicialista para la Victoria","MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA","M","RAFAEL","FLORES"
"692",2014,"LA RIOJA",12,"Luis Beder Herrera","Frente Justicialista para la Victoria","MINISTERIO DE GOBIERNO, JUSTICIA, SEGURIDAD Y DERECHOS HUMANOS","M","FELIPE","ÁLVAREZ"
"693",2014,"LA RIOJA",12,"Luis Beder Herrera","Frente Justicialista para la Victoria","MINISTERIO DE HACIENDA","M","ANTONIO","GUERRA"
"694",2014,"LA RIOJA",12,"Luis Beder Herrera","Frente Justicialista para la Victoria","MINISTERIO DE INFRAESTRUCTURA","M","GABRIEL","BOSETTI"
"695",2014,"LA RIOJA",12,"Luis Beder Herrera","Frente Justicialista para la Victoria","MINISTERIO DE PRODUCCIÓN Y DESARROLLO LOCAL","M","NICOLÁS","URQUIZA"
"696",2014,"LA RIOJA",12,"Luis Beder Herrera","Frente Justicialista para la Victoria","MINISTERIO DE SALUD","M","LUNA","CORZO"
"697",2008,"MENDOZA",13,"Celso Jaque","Frente para la Victoria","MINISTERIO DE GOBIERNO, JUSTICIA Y DERECHOS HUMANOS","M","JUAN","MARCHENA"
"698",2008,"MENDOZA",13,"Celso Jaque","Frente para la Victoria","MINISTERIO DE HACIENDA","M","ADRIAN","CERRONI"
"699",2008,"MENDOZA",13,"Celso Jaque","Frente para la Victoria","MINISTERIO DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE","M","FRANCISCO","PEREZ"
"700",2008,"MENDOZA",13,"Celso Jaque","Frente para la Victoria","MINISTERIO DE PRODUCCION, TECNOLOGIA E INNOVACION","M","GUILLERMO","MIGLIOZZI"
"701",2008,"MENDOZA",13,"Celso Jaque","Frente para la Victoria","MINISTERIO DE SALUD","M","ALDO","SARACCO"
"702",2008,"MENDOZA",13,"Celso Jaque","Frente para la Victoria","MINISTERIO DE SEGURIDAD","M","CARLOS","CIURCA"
"703",2008,"MENDOZA",13,"Celso Jaque","Frente para la Victoria","MINISTERIO DE DESARROLLO HUMANO, FAMILIA Y COMUNIDAD","F","SILVIA","RUGGERI"
"704",2009,"MENDOZA",13,"Celso Jaque","Frente para la Victoria","MINISTERIO DE TRABAJO, JUSTICIA, GOBIERNO Y DERECHOS HUMANOS","M","DANIEL","ADARO"
